kode_wilayah,wilayah,judul_data,tahun,nilai
3501,Pacitan,Pengeluaran Konsumsi Pemerintah,2019,1666.63
8106,Seram Bagian Barat,Pengeluaran Konsumsi Rumah Tangga,2018,2301.29
7415,Buton Selatan,Pengeluaran Konsumsi Pemerintah,2020,389.84
7606,Mamuju Tengah,Perubahan Inventori,2012,62.81
1809,Pesawaran,PDRB,2011,7943.46
1275,Kota Medan,PDRB,2022,280159.04
6411,Mahakam Ulu,PDRB,2021,2972.87
1111,Aceh Utara,Net Ekspor,2012,6355.59
2104,Lingga,Pengeluaran Konsumsi Pemerintah,2010,541.83
1904,Bangka Tengah,Pengeluaran Konsumsi LNPRT,2019,77.45
6308,Hulu Sungai Utara,PDRB,2021,5253.45
1509,Bungo,Perubahan Inventori,2013,58.62
6306,Hulu Sungai Selatan,PDRB,2015,4782.06
3309,Boyolali,Pengeluaran Konsumsi Pemerintah,2016,1955.04
1276,Kota Binjai,Perubahan Inventori,2014,70.16
7306,Gowa,Pengeluaran Konsumsi Pemerintah,2015,1671.4
1112,Aceh Barat Daya,Pengeluaran Konsumsi LNPRT,2022,69.33
1171,Kota Banda Aceh,Pembentukan Modal Tetap Bruto,2014,3441.12
6472,Kota Samarinda,Pengeluaran Konsumsi Rumah Tangga,2020,30113.57
3216,Bekasi,Pengeluaran Konsumsi Rumah Tangga,2022,146090.03
7310,Barru,Pengeluaran Konsumsi LNPRT,2014,24.93
3308,Magelang,Pengeluaran Konsumsi LNPRT,2018,576.85
5371,Kota Kupang,PDRB,2018,22498.16
3525,Gresik,Pengeluaran Konsumsi Pemerintah,2021,3545.6
6372,Kota Banjar Baru,Perubahan Inventori,2016,-57.9
6304,Barito Kuala,Pengeluaran Konsumsi Rumah Tangga,2024,8270.86
2172,Kota Tanjung Pinang,Pengeluaran Konsumsi Rumah Tangga,2021,12551.36
6571,Kota Tarakan,Pengeluaran Konsumsi Rumah Tangga,2016,4640.55
8104,Buru,Pengeluaran Konsumsi Pemerintah,2011,595.92
3518,Nganjuk,Pengeluaran Konsumsi LNPRT,2023,521.28
7109,Minahasa Tenggara,Perubahan Inventori,2023,0.09
1508,Tebo,Perubahan Inventori,2010,57.29
1302,Pesisir Selatan,PDRB,2020,14095.98
8101,Maluku Tenggara Barat,Pengeluaran Konsumsi Rumah Tangga,2011,853.24
1271,Kota Sibolga,Perubahan Inventori,2014,62.07
1612,Penukal Abab Lematang Ilir,PDRB,2019,7083.68
3277,Kota Cimahi,Pengeluaran Konsumsi Rumah Tangga,2015,17165.96
1274,Kota Tebing Tinggi,Perubahan Inventori,2018,52.85
3602,Lebak,Net Ekspor,2020,3658.06
3174,Kota Jakarta Barat,Net Ekspor,2016,-142502.08
1701,Bengkulu Selatan,Pengeluaran Konsumsi LNPRT,2013,87.55
3207,Ciamis,Pengeluaran Konsumsi Rumah Tangga,2013,12978.82
8205,Halmahera Utara,Net Ekspor,2011,-122.97
1503,Sarolangun,Pengeluaran Konsumsi LNPRT,2014,52.82
5301,Sumba Barat,Pengeluaran Konsumsi Pemerintah,2013,506.76
6105,Sanggau,Pengeluaran Konsumsi Rumah Tangga,2012,6208.43
1107,Aceh Barat,Pengeluaran Konsumsi Pemerintah,2024,1602.47
1104,Aceh Tenggara,Net Ekspor,2024,-1547.7
1278,Kota Gunungsitoli,Net Ekspor,2011,-178.52
3307,Wonosobo,Pengeluaran Konsumsi Rumah Tangga,2022,16593.22
3216,Bekasi,Pengeluaran Konsumsi Pemerintah,2013,3119.4
7107,Bolaang Mongondow Utara,Pengeluaran Konsumsi Rumah Tangga,2017,951.93
1505,Muaro Jambi,Pengeluaran Konsumsi LNPRT,2012,44.79
6206,Sukamara,Pengeluaran Konsumsi Rumah Tangga,2018,1205.01
6271,Kota Palangka Raya,Pengeluaran Konsumsi LNPRT,2016,289.46
1115,Nagan Raya,Perubahan Inventori,2011,56.42
7307,Sinjai,Pembentukan Modal Tetap Bruto,2014,2430.94
1471,Kota Pekanbaru,Net Ekspor,2020,-54629.68
3401,Kulon Progo,PDRB,2013,6489.59
1301,Kepulauan Mentawai,PDRB,2017,4001.87
5206,Bima,Pengeluaran Konsumsi LNPRT,2010,70.73
7371,Kota Makasar,Pengeluaran Konsumsi Pemerintah,2013,9873.27
7601,Majene,Pembentukan Modal Tetap Bruto,2017,1170.22
3402,Bantul,Pembentukan Modal Tetap Bruto,2016,5310.99
3522,Bojonegoro,Perubahan Inventori,2020,93.18
1403,Indragiri Hilir,Pembentukan Modal Tetap Bruto,2015,12408.71
3312,Wonogiri,Pembentukan Modal Tetap Bruto,2024,8079.64
3174,Kota Jakarta Barat,Pengeluaran Konsumsi Pemerintah,2020,19445.43
7301,Kepulauan Selayar,Pengeluaran Konsumsi LNPRT,2019,76.21
1701,Bengkulu Selatan,Net Ekspor,2016,-1282.76
6202,Kotawaringin Timur,Perubahan Inventori,2016,189.0
3571,Kota Kediri,Pengeluaran Konsumsi LNPRT,2024,385.32
6304,Barito Kuala,Pembentukan Modal Tetap Bruto,2010,1111.3
1802,Tanggamus,Pembentukan Modal Tetap Bruto,2011,1866.95
3272,Kota Sukabumi,Pengeluaran Konsumsi Rumah Tangga,2010,4298.69
1802,Tanggamus,Pengeluaran Konsumsi Rumah Tangga,2022,12945.35
1808,Tulangbawang,PDRB,2012,11837.81
1802,Tanggamus,Pembentukan Modal Tetap Bruto,2022,4428.39
5304,Timor Tengah Selatan,Pengeluaran Konsumsi Rumah Tangga,2012,3148.4
5313,Manggarai,Pengeluaran Konsumsi Pemerintah,2011,682.25
5107,Karangasem,PDRB,2013,9293.07
1373,Kota Sawah Lunto,PDRB,2016,2937.95
1274,Kota Tebing Tinggi,Pengeluaran Konsumsi Pemerintah,2015,852.05
3572,Kota Blitar,Pengeluaran Konsumsi Pemerintah,2015,1277.69
5318,Nagekeo,Pengeluaran Konsumsi Pemerintah,2017,1000.92
3325,Batang,Pembentukan Modal Tetap Bruto,2016,3057.85
1377,Kota Pariaman,Pengeluaran Konsumsi Pemerintah,2011,371.89
7408,Kolaka Utara,Net Ekspor,2022,792.06
3271,Kota Bogor,Pengeluaran Konsumsi LNPRT,2023,958.04
6503,Tana Tidung,Pengeluaran Konsumsi Pemerintah,2017,615.79
6107,Sintang,Net Ekspor,2022,-103.58
6474,Kota Bontang,PDRB,2019,58006.66
3503,Trenggalek,Net Ekspor,2022,-301.95
6403,Kutai Kartanegara,Net Ekspor,2017,82249.9
7605,Mamuju Utara,Pengeluaran Konsumsi Rumah Tangga,2019,2802.57
5305,Timor Tengah Utara,Pembentukan Modal Tetap Bruto,2016,1483.8
7171,Kota Manado,Pengeluaran Konsumsi Rumah Tangga,2013,8677.28
1904,Bangka Tengah,PDRB,2013,6198.2
1812,Tulang Bawang Barat,Net Ekspor,2019,-667.23
9111,Manokwari Selatan,PDRB,2020,832.75
3576,Kota Mojokerto,Pembentukan Modal Tetap Bruto,2020,2325.81
8202,Halmahera Tengah,Pengeluaran Konsumsi Pemerintah,2018,670.11
1871,Kota Bandar Lampung,Perubahan Inventori,2020,188.37
8206,Halmahera Timur,Pengeluaran Konsumsi Rumah Tangga,2019,1500.55
3601,Pandeglang,Perubahan Inventori,2012,505.35
3673,Kota Serang,Pengeluaran Konsumsi LNPRT,2012,53.48
7201,Banggai Kepulauan,PDRB,2020,3833.55
3101,Kep. Seribu,Perubahan Inventori,2016,2.09
1603,Muara Enim,Pengeluaran Konsumsi Rumah Tangga,2020,35807.63
8271,Kota Ternate,Pengeluaran Konsumsi LNPRT,2018,119.55
1204,Tapanuli Tengah,Pembentukan Modal Tetap Bruto,2011,1609.43
3322,Semarang,PDRB,2017,42621.42
7371,Kota Makasar,PDRB,2022,208935.79
3373,Kota Salatiga,Perubahan Inventori,2012,468.66
7408,Kolaka Utara,Pembentukan Modal Tetap Bruto,2022,3954.36
7307,Sinjai,Net Ekspor,2015,-582.0
7107,Bolaang Mongondow Utara,Net Ekspor,2021,101.73
3271,Kota Bogor,Pengeluaran Konsumsi Rumah Tangga,2016,34007.71
7571,Kota Gorontalo,Pengeluaran Konsumsi LNPRT,2017,43.21
5202,Lombok Tengah,Pembentukan Modal Tetap Bruto,2021,9560.22
7306,Gowa,Net Ekspor,2018,-847.22
3501,Pacitan,Pengeluaran Konsumsi Pemerintah,2024,1657.53
5271,Kota Mataram,Pengeluaran Konsumsi LNPRT,2013,125.41
3208,Kuningan,Pengeluaran Konsumsi Rumah Tangga,2022,23999.64
6401,Paser,Pembentukan Modal Tetap Bruto,2016,7344.86
1602,Ogan Komering Ilir,Pengeluaran Konsumsi Rumah Tangga,2020,18727.71
5203,Lombok Timur,Net Ekspor,2015,-5442.14
7413,Muna Barat,Pengeluaran Konsumsi Pemerintah,2010,0.0
3601,Pandeglang,Pengeluaran Konsumsi Pemerintah,2019,2394.04
7325,Luwu Timur,Pengeluaran Konsumsi LNPRT,2017,182.11
1708,Kepahiang,Net Ekspor,2011,-603.3
7171,Kota Manado,Pengeluaran Konsumsi Pemerintah,2014,3967.0
3205,Garut,Pengeluaran Konsumsi Rumah Tangga,2013,26866.93
1813,Pesisir Barat,Net Ekspor,2024,-0.87
1218,Serdang Bedagai,Pembentukan Modal Tetap Bruto,2011,3285.31
6304,Barito Kuala,Net Ekspor,2011,-875.21
3321,Demak,PDRB,2018,24429.14
5312,Ngada,PDRB,2014,2283.3
8205,Halmahera Utara,Pengeluaran Konsumsi Pemerintah,2011,538.25
1116,Aceh Jaya,PDRB,2023,3373.79
9708,Pegunungan Bintang,Net Ekspor,2018,-1040.0
6111,Kayong Utara,Pengeluaran Konsumsi LNPRT,2023,82.32
1611,Empat Lawang,Pengeluaran Konsumsi Pemerintah,2022,885.01
6209,Katingan,Pengeluaran Konsumsi Pemerintah,2013,633.08
7103,Kepulauan Sangihe,Pengeluaran Konsumsi Rumah Tangga,2016,1693.22
5312,Ngada,Pembentukan Modal Tetap Bruto,2013,405.0
3215,Karawang,Perubahan Inventori,2011,4903.03
7322,Luwu Utara,PDRB,2010,4255.59
7471,Kota Kendari,Pembentukan Modal Tetap Bruto,2017,7906.62
1471,Kota Pekanbaru,PDRB,2010,41702.83
9202,Sorong,Net Ekspor,2016,2978.36
1221,Padang Lawas,Pembentukan Modal Tetap Bruto,2015,2008.69
7209,Tojo Una-Una,Net Ekspor,2014,-79.08
7325,Luwu Timur,Pengeluaran Konsumsi Pemerintah,2023,1393.77
5318,Nagekeo,Pengeluaran Konsumsi Pemerintah,2023,1063.1
7307,Sinjai,Pengeluaran Konsumsi LNPRT,2016,85.68
6309,Tabalong,Pengeluaran Konsumsi Pemerintah,2020,1588.06
7301,Kepulauan Selayar,Net Ekspor,2013,-726.33
1118,Pidie Jaya,PDRB,2018,3240.64
6404,Kutai Timur,Perubahan Inventori,2023,106.1
7317,Luwu,Pengeluaran Konsumsi LNPRT,2010,55.15
6504,Nunukan,Pembentukan Modal Tetap Bruto,2020,6375.03
1506,Tanjung Jabung Timur,PDRB,2012,15674.46
3522,Bojonegoro,Pembentukan Modal Tetap Bruto,2015,10466.77
7208,Parigi Moutong,Net Ekspor,2017,-4337.62
1401,Kuantan Singingi,Pembentukan Modal Tetap Bruto,2019,15656.03
1602,Ogan Komering Ilir,PDRB,2022,39404.79
5305,Timor Tengah Utara,Pengeluaran Konsumsi LNPRT,2023,189.52
7172,Kota Bitung,Pengeluaran Konsumsi Pemerintah,2022,1536.18
3673,Kota Serang,Pembentukan Modal Tetap Bruto,2018,10396.13
3528,Pamekasan,Pengeluaran Konsumsi Pemerintah,2010,1077.69
3315,Grobogan,Perubahan Inventori,2010,56.88
1471,Kota Pekanbaru,Pengeluaran Konsumsi LNPRT,2024,1879.91
3306,Purworejo,Pengeluaran Konsumsi Pemerintah,2014,1492.33
6405,Berau,Net Ekspor,2010,7712.61
7601,Majene,Perubahan Inventori,2018,-88.56
9501,Merauke,Pengeluaran Konsumsi Pemerintah,2024,3840.18
5104,Gianyar,Perubahan Inventori,2015,31.01
3376,Kota Tegal,Pengeluaran Konsumsi Rumah Tangga,2024,10647.39
6207,Lamandau,Pengeluaran Konsumsi LNPRT,2015,25.46
1102,Aceh Singkil,Pengeluaran Konsumsi LNPRT,2016,35.51
6107,Sintang,Pembentukan Modal Tetap Bruto,2013,3234.36
1211,Karo,Perubahan Inventori,2024,173.28
5308,Lembata,PDRB,2021,1912.15
7503,Pohuwato,PDRB,2015,4569.63
1506,Tanjung Jabung Timur,Pengeluaran Konsumsi LNPRT,2019,90.91
1311,Dharmasraya,Pengeluaran Konsumsi Pemerintah,2014,692.75
7414,Buton Tengah,Pengeluaran Konsumsi Rumah Tangga,2011,0.0
9604,Nabire,Net Ekspor,2012,-667.53
1604,Lahat,Pembentukan Modal Tetap Bruto,2021,6101.37
1706,Mukomuko,Perubahan Inventori,2022,3.51
7414,Buton Tengah,Perubahan Inventori,2021,0.97
5108,Buleleng,Net Ekspor,2017,4447.43
7601,Majene,PDRB,2022,5539.8
3302,Banyumas,Pengeluaran Konsumsi Pemerintah,2021,4555.73
3276,Kota Depok,Perubahan Inventori,2018,1893.08
6110,Melawi,Perubahan Inventori,2017,137.96
7110,Bolaang Mongondow Selatan,Net Ekspor,2012,-133.53
1671,Kota Palembang,Pembentukan Modal Tetap Bruto,2017,60774.19
1504,Batang Hari,Net Ekspor,2013,1110.64
6106,Ketapang,Net Ekspor,2011,1513.38
7472,Kota Baubau,Perubahan Inventori,2016,76.24
1373,Kota Sawah Lunto,Perubahan Inventori,2010,4.97
1671,Kota Palembang,Pengeluaran Konsumsi Pemerintah,2014,5495.0
1277,Kota Padangsidimpuan,Pengeluaran Konsumsi Rumah Tangga,2019,3942.12
7271,Kota Palu,Pengeluaran Konsumsi Pemerintah,2019,3589.81
7173,Kota Tomohon,Net Ekspor,2010,-917.02
8103,Maluku Tengah,Net Ekspor,2021,-3448.74
7302,Bulukumba,Net Ekspor,2016,-45.96
1810,Pringsewu,Pengeluaran Konsumsi Rumah Tangga,2018,8591.39
1111,Aceh Utara,Pengeluaran Konsumsi Pemerintah,2010,1771.48
1609,Ogan Komering Ulu Timur,Pengeluaran Konsumsi LNPRT,2021,191.7
8272,Kota Tidore Kepulauan,Perubahan Inventori,2017,5.08
1377,Kota Pariaman,PDRB,2024,6801.89
1104,Aceh Tenggara,Net Ekspor,2017,-1707.22
3572,Kota Blitar,Pengeluaran Konsumsi Pemerintah,2021,1590.13
6105,Sanggau,Pembentukan Modal Tetap Bruto,2010,2842.44
9205,Tambrauw,Pengeluaran Konsumsi Pemerintah,2015,112.37
3673,Kota Serang,Net Ekspor,2011,-8490.83
3509,Jember,Pengeluaran Konsumsi LNPRT,2012,788.35
9706,Yalimo,Net Ekspor,2013,-364.97
3273,Kota Bandung,Perubahan Inventori,2017,9031.19
7303,Bantaeng,Pembentukan Modal Tetap Bruto,2017,3481.28
6203,Kapuas,Pengeluaran Konsumsi Pemerintah,2018,1523.08
9205,Tambrauw,Pengeluaran Konsumsi Pemerintah,2022,2892.52
3209,Cirebon,Net Ekspor,2018,-16320.76
7317,Luwu,PDRB,2014,9018.4
1175,Kota Subulussalam,Pembentukan Modal Tetap Bruto,2023,1239.05
6409,Penajam Paser Utara,Pembentukan Modal Tetap Bruto,2019,3364.21
8104,Buru,Pengeluaran Konsumsi Rumah Tangga,2018,1914.94
3201,Bogor,Pengeluaran Konsumsi Rumah Tangga,2021,162606.14
1303,Solok,Perubahan Inventori,2010,11.44
1174,Kota Lhokseumawe,Pembentukan Modal Tetap Bruto,2017,3635.47
5201,Lombok Barat,Pembentukan Modal Tetap Bruto,2021,6014.6
5104,Gianyar,Net Ekspor,2017,1619.15
7603,Mamasa,Perubahan Inventori,2022,-55.93
5108,Buleleng,Pembentukan Modal Tetap Bruto,2012,4860.75
6207,Lamandau,Net Ekspor,2010,107.59
1109,Pidie,Pengeluaran Konsumsi LNPRT,2013,145.06
7313,Wajo,PDRB,2017,17832.11
1971,Kota Pangkal Pinang,Perubahan Inventori,2024,-1.3
8202,Halmahera Tengah,Pembentukan Modal Tetap Bruto,2023,20069.53
3502,Ponorogo,Pengeluaran Konsumsi Pemerintah,2021,2235.69
3174,Kota Jakarta Barat,Net Ekspor,2020,-155565.66
3529,Sumenep,Pembentukan Modal Tetap Bruto,2019,8538.97
5371,Kota Kupang,PDRB,2021,24410.23
3216,Bekasi,Pembentukan Modal Tetap Bruto,2013,40706.08
1906,Belitung Timur,Pengeluaran Konsumsi Rumah Tangga,2024,5884.9
7308,Maros,Perubahan Inventori,2010,122.29
6112,Kubu Raya,Perubahan Inventori,2014,255.35
3205,Garut,Pengeluaran Konsumsi Pemerintah,2010,1961.76
3327,Pemalang,Pengeluaran Konsumsi Pemerintah,2015,1832.38
5303,Kupang,Pengeluaran Konsumsi LNPRT,2023,265.7
7209,Tojo Una-Una,Pengeluaran Konsumsi Pemerintah,2019,1181.62
2101,Karimun,Pengeluaran Konsumsi LNPRT,2011,59.97
1222,Labuhan Batu Selatan,Pengeluaran Konsumsi LNPRT,2023,170.31
9603,Deiyai,Net Ekspor,2011,-312.86
3317,Rembang,Pengeluaran Konsumsi Rumah Tangga,2011,6453.93
6112,Kubu Raya,Pengeluaran Konsumsi Rumah Tangga,2014,8804.92
9604,Nabire,PDRB,2022,12592.0
1508,Tebo,PDRB,2017,12981.95
1609,Ogan Komering Ulu Timur,Pembentukan Modal Tetap Bruto,2020,5189.85
9105,Manokwari,Net Ekspor,2021,-1977.85
6402,Kutai Barat,Pengeluaran Konsumsi LNPRT,2017,208.95
1707,Lebong,Pengeluaran Konsumsi Rumah Tangga,2021,2328.71
1224,Nias Utara,Net Ekspor,2014,-606.24
6502,Bulungan,Perubahan Inventori,2014,47.07
1224,Nias Utara,Pengeluaran Konsumsi Pemerintah,2010,195.78
3273,Kota Bandung,Pengeluaran Konsumsi Rumah Tangga,2021,175952.72
7174,Kota Kotamobagu,PDRB,2019,3694.34
1506,Tanjung Jabung Timur,Pengeluaran Konsumsi Rumah Tangga,2013,2504.05
1471,Kota Pekanbaru,Perubahan Inventori,2020,2319.68
7606,Mamuju Tengah,Perubahan Inventori,2019,94.43
1116,Aceh Jaya,Pengeluaran Konsumsi LNPRT,2014,37.61
7505,Gorontalo Utara,PDRB,2018,3079.62
6411,Mahakam Ulu,Net Ekspor,2012,803.65
9112,Pegunungan Arfak,Pembentukan Modal Tetap Bruto,2013,15.51
2103,Natuna,Pembentukan Modal Tetap Bruto,2016,2908.34
3314,Sragen,Pengeluaran Konsumsi Pemerintah,2021,2348.36
6112,Kubu Raya,Pengeluaran Konsumsi Rumah Tangga,2012,7140.5
7371,Kota Makasar,Net Ekspor,2024,-12771.8
3508,Lumajang,Net Ekspor,2017,208.18
3526,Bangkalan,Pengeluaran Konsumsi Pemerintah,2017,1812.41
9608,Puncak Jaya,Pengeluaran Konsumsi Rumah Tangga,2013,676.8
9704,Tolikara,Net Ekspor,2020,-1347.64
9202,Sorong,Pembentukan Modal Tetap Bruto,2023,2217.96
7204,Poso,Perubahan Inventori,2014,57.94
1707,Lebong,PDRB,2011,1504.48
1206,Toba Samosir,Pembentukan Modal Tetap Bruto,2023,2111.74
1207,Labuhan Batu,Pengeluaran Konsumsi Rumah Tangga,2011,7348.61
3310,Klaten,Net Ekspor,2017,-2498.45
3271,Kota Bogor,Pengeluaran Konsumsi Pemerintah,2015,3940.84
1108,Aceh Besar,Pengeluaran Konsumsi Rumah Tangga,2021,9723.01
9202,Sorong,PDRB,2018,10489.11
1112,Aceh Barat Daya,Perubahan Inventori,2022,0.58
7108,Siau Tagulandang Biaro,Pengeluaran Konsumsi LNPRT,2010,61.85
6108,Kapuas Hulu,Pengeluaran Konsumsi LNPRT,2010,18.11
5104,Gianyar,Net Ekspor,2015,696.76
1225,Nias Barat,Pengeluaran Konsumsi Rumah Tangga,2012,755.14
3323,Temanggung,Pengeluaran Konsumsi Pemerintah,2011,894.32
7102,Minahasa,Pengeluaran Konsumsi LNPRT,2022,1014.54
7415,Buton Selatan,Pengeluaran Konsumsi Rumah Tangga,2011,0.0
7409,Buton Utara,Pengeluaran Konsumsi Pemerintah,2010,257.28
3271,Kota Bogor,Perubahan Inventori,2014,1628.67
9409,Biak Numfor,Pengeluaran Konsumsi Pemerintah,2013,668.2
1903,Bangka Barat,PDRB,2021,15431.57
7407,Wakatobi,Pengeluaran Konsumsi Pemerintah,2020,997.27
5301,Sumba Barat,PDRB,2024,3005.18
1507,Tanjung Jabung Barat,Pengeluaran Konsumsi LNPRT,2014,54.18
9601,Mimika,PDRB,2021,95221.05
3315,Grobogan,Perubahan Inventori,2016,247.97
5302,Sumba Timur,PDRB,2023,7328.39
9707,Yahukimo,Net Ekspor,2011,-800.36
3519,Madiun,Perubahan Inventori,2015,228.77
3301,Cilacap,PDRB,2016,99033.57
3604,Serang,Pengeluaran Konsumsi Pemerintah,2016,1906.47
7271,Kota Palu,PDRB,2024,32918.74
1904,Bangka Tengah,Pengeluaran Konsumsi LNPRT,2014,41.41
6372,Kota Banjar Baru,Net Ekspor,2016,-1755.28
3321,Demak,Net Ekspor,2016,-2969.02
5314,Rote Ndao,Pengeluaran Konsumsi Rumah Tangga,2019,1920.37
1906,Belitung Timur,Pengeluaran Konsumsi LNPRT,2022,69.26
5313,Manggarai,Pembentukan Modal Tetap Bruto,2018,2022.21
1906,Belitung Timur,Perubahan Inventori,2016,119.15
1215,Humbang Hasundutan,Pengeluaran Konsumsi Pemerintah,2010,538.96
3328,Tegal,Perubahan Inventori,2018,340.8
3673,Kota Serang,Net Ekspor,2020,-12242.64
9202,Sorong,Pengeluaran Konsumsi LNPRT,2023,157.98
1611,Empat Lawang,Pengeluaran Konsumsi LNPRT,2018,84.95
5108,Buleleng,Pengeluaran Konsumsi Pemerintah,2023,3559.73
3171,Kota Jakarta Selatan,PDRB,2021,668389.16
1808,Tulangbawang,Pengeluaran Konsumsi LNPRT,2016,221.64
8202,Halmahera Tengah,Net Ekspor,2010,-7.87
3402,Bantul,Pengeluaran Konsumsi LNPRT,2017,759.15
7207,Buol,Perubahan Inventori,2011,39.68
6471,Kota Balikpapan,PDRB,2012,58695.65
9105,Manokwari,Pembentukan Modal Tetap Bruto,2022,3950.57
5315,Manggarai Barat,Pembentukan Modal Tetap Bruto,2010,549.79
3201,Bogor,Perubahan Inventori,2011,2510.53
7108,Siau Tagulandang Biaro,Pengeluaran Konsumsi Pemerintah,2014,592.89
6212,Barito Timur,PDRB,2017,6323.81
1306,Padang Pariaman,PDRB,2016,17532.87
5308,Lembata,Net Ekspor,2020,-947.59
7308,Maros,Pengeluaran Konsumsi Pemerintah,2016,1238.3
7212,Morowali Utara,Perubahan Inventori,2021,65.64
7305,Takalar,Pengeluaran Konsumsi Rumah Tangga,2022,7463.6
5311,Ende,Pembentukan Modal Tetap Bruto,2014,1710.25
1709,Bengkulu Tengah,Pengeluaran Konsumsi Rumah Tangga,2020,2923.53
6105,Sanggau,Pengeluaran Konsumsi LNPRT,2010,80.1
3512,Situbondo,Pengeluaran Konsumsi Rumah Tangga,2014,9743.96
3213,Subang,PDRB,2016,31530.21
1708,Kepahiang,Perubahan Inventori,2013,87.44
3520,Magetan,Pengeluaran Konsumsi Rumah Tangga,2010,6339.62
3324,Kendal,Pembentukan Modal Tetap Bruto,2017,10307.52
7315,Pinrang,Pembentukan Modal Tetap Bruto,2024,9526.71
5106,Bangli,Pengeluaran Konsumsi Pemerintah,2020,1287.33
3521,Ngawi,Perubahan Inventori,2024,44.71
3507,Malang,PDRB,2012,52796.82
7415,Buton Selatan,PDRB,2020,2874.73
1213,Langkat,PDRB,2021,46301.2
6501,Malinau,Pengeluaran Konsumsi LNPRT,2017,94.23
1607,Banyu Asin,Pengeluaran Konsumsi LNPRT,2020,390.99
5302,Sumba Timur,Pengeluaran Konsumsi Rumah Tangga,2023,4236.9
3171,Kota Jakarta Selatan,Perubahan Inventori,2019,277.75
3674,Kota Tangerang Selatan,Pengeluaran Konsumsi LNPRT,2011,80.45
3309,Boyolali,Net Ekspor,2024,-1267.94
1209,Simalungun,Pengeluaran Konsumsi Pemerintah,2022,2624.06
7308,Maros,Perubahan Inventori,2018,64.6
6303,Banjar,Pengeluaran Konsumsi Pemerintah,2018,2194.95
1604,Lahat,Net Ekspor,2018,-4122.65
7303,Bantaeng,Net Ekspor,2013,-941.15
3526,Bangkalan,Pengeluaran Konsumsi Pemerintah,2022,1933.35
7603,Mamasa,Pembentukan Modal Tetap Bruto,2021,905.49
1110,Bireuen,Net Ekspor,2023,596.96
3510,Banyuwangi,PDRB,2021,85918.57
7402,Muna,Pengeluaran Konsumsi Rumah Tangga,2021,4676.44
1508,Tebo,Pengeluaran Konsumsi Rumah Tangga,2019,8137.49
6107,Sintang,Pengeluaran Konsumsi Rumah Tangga,2010,3382.26
3575,Kota Pasuruan,Pengeluaran Konsumsi Pemerintah,2023,1051.12
6271,Kota Palangka Raya,PDRB,2011,6679.66
3577,Kota Madiun,Pengeluaran Konsumsi Rumah Tangga,2010,4333.91
5307,Alor,Pengeluaran Konsumsi Pemerintah,2013,738.87
3516,Mojokerto,Pembentukan Modal Tetap Bruto,2010,8740.6
3510,Banyuwangi,Pengeluaran Konsumsi Pemerintah,2010,3150.44
1312,Pasaman Barat,Perubahan Inventori,2019,0.22
7605,Mamuju Utara,Net Ekspor,2010,651.27
6108,Kapuas Hulu,Pembentukan Modal Tetap Bruto,2011,1642.51
7105,Minahasa Selatan,Pengeluaran Konsumsi Rumah Tangga,2015,3033.94
1507,Tanjung Jabung Barat,Pengeluaran Konsumsi Pemerintah,2017,982.03
3574,Kota Probolinggo,PDRB,2023,14296.47
9403,Jayapura,Pembentukan Modal Tetap Bruto,2012,1511.12
5271,Kota Mataram,PDRB,2010,8147.46
5201,Lombok Barat,PDRB,2022,16561.85
1375,Kota Bukittinggi,PDRB,2020,8627.53
8171,Kota Ambon,Net Ekspor,2015,-1931.7
1813,Pesisir Barat,PDRB,2020,4677.54
1202,Mandailing Natal,Net Ekspor,2023,-243.97
7571,Kota Gorontalo,Net Ekspor,2013,-1856.29
7306,Gowa,Pengeluaran Konsumsi Rumah Tangga,2012,6116.37
7209,Tojo Una-Una,Pengeluaran Konsumsi Pemerintah,2021,1338.44
8203,Kepulauan Sula,PDRB,2017,2117.99
7315,Pinrang,Pengeluaran Konsumsi Pemerintah,2010,603.38
1405,Siak,Pengeluaran Konsumsi LNPRT,2011,108.13
3206,Tasikmalaya,Pembentukan Modal Tetap Bruto,2014,5036.33
1471,Kota Pekanbaru,Net Ekspor,2022,-55389.9
6403,Kutai Kartanegara,Pengeluaran Konsumsi Pemerintah,2012,2858.0
3175,Kota Jakarta Utara,Pengeluaran Konsumsi Pemerintah,2018,19220.88
1571,Kota Jambi,Perubahan Inventori,2018,60.11
3572,Kota Blitar,Pengeluaran Konsumsi LNPRT,2020,78.05
9102,Kaimana,Perubahan Inventori,2021,53.64
1607,Banyu Asin,Pengeluaran Konsumsi Rumah Tangga,2022,23167.36
7316,Enrekang,PDRB,2011,3047.57
1408,Bengkalis,Perubahan Inventori,2021,224.2
9105,Manokwari,Net Ekspor,2016,-2547.17
1673,Kota Pagar Alam,Pengeluaran Konsumsi Pemerintah,2020,467.8
1611,Empat Lawang,Net Ekspor,2024,-798.68
7102,Minahasa,Pembentukan Modal Tetap Bruto,2014,4492.92
3575,Kota Pasuruan,PDRB,2023,10399.89
3314,Sragen,Pembentukan Modal Tetap Bruto,2011,3580.79
7107,Bolaang Mongondow Utara,Net Ekspor,2019,-120.14
1204,Tapanuli Tengah,Pengeluaran Konsumsi Rumah Tangga,2018,8072.53
7405,Konawe Selatan,PDRB,2013,6542.52
3312,Wonogiri,Perubahan Inventori,2021,145.44
7104,Kepulauan Talaud,Net Ekspor,2022,-739.32
